deck_name,finish_dt,placement,tournament,host,set_name,leader_id,leader_name,color,color_numbers,primary_color,secondary_color,life,power
Red Yellow Sabo,2024-05-03,1st,SB,Kanto Cards,eb-01-memorial-set-op-07-500-years-into-the-future-decks,ST13-001,Sabo,Red/Yellow,2,Red,Yellow,4,5000
Red Yellow Sabo,2024-06-01,T64,TC,OPE,eb-01-memorial-set-op-07-500-years-into-the-future-decks,ST13-001,Sabo,Red/Yellow,2,Red,Yellow,4,5000
Red Yellow Sabo,2024-05-07,1st,SB,Dice Goblin Games,eb-01-memorial-set-op-07-500-years-into-the-future-decks,ST13-001,Sabo,Red/Yellow,2,Red,Yellow,4,5000
Sakazuki,2024-05-05,1st,Treasure Cup,LatamTCG Events,eb-01-memorial-set-op-07-500-years-into-the-future-decks,OP05-041,Sakazuki,Blue/Black,2,Blue,Black,4,5000
Sakazuki,2024-05-18,2nd,Treasure Cup,CartaMagica,eb-01-memorial-set-op-07-500-years-into-the-future-decks,OP05-041,Sakazuki,Blue/Black,2,Blue,Black,4,5000
Sakazuki,2024-06-15,T8,Regional,OPE,eb-01-memorial-set-op-07-500-years-into-the-future-decks,OP05-041,Sakazuki,Blue/Black,2,Blue,Black,4,5000
Sakazuki,2024-05-11,T16,Regional,TAK,eb-01-memorial-set-op-07-500-years-into-the-future-decks,OP05-041,Sakazuki,Blue/Black,2,Blue,Black,4,5000
Sakazuki,2024-05-04,T4,Treasure Cup,CoreTCG,eb-01-memorial-set-op-07-500-years-into-the-future-decks,OP05-041,Sakazuki,Blue/Black,2,Blue,Black,4,5000
Sakazuki,2024-05-01,1st,SB,KaizokuTCG,eb-01-memorial-set-op-07-500-years-into-the-future-decks,OP05-041,Sakazuki,Blue/Black,2,Blue,Black,4,5000
Sakazuki,2024-05-11,T16,Regional,TAK,eb-01-memorial-set-op-07-500-years-into-the-future-decks,OP05-041,Sakazuki,Blue/Black,2,Blue,Black,4,5000
Sakazuki,2024-05-02,1st,SB,OPTCG Collesseum,eb-01-memorial-set-op-07-500-years-into-the-future-decks,OP05-041,Sakazuki,Blue/Black,2,Blue,Black,4,5000
Sakazuki,2024-06-08,1st,Regional,PlayTCG,eb-01-memorial-set-op-07-500-years-into-the-future-decks,OP05-041,Sakazuki,Blue/Black,2,Blue,Black,4,5000
Sakazuki,2024-05-07,1st,WinABox,EgmanEvents,eb-01-memorial-set-op-07-500-years-into-the-future-decks,OP05-041,Sakazuki,Blue/Black,2,Blue,Black,4,5000
Sakazuki,2024-05-11,1st,Trasure Cup,TopCuts,eb-01-memorial-set-op-07-500-years-into-the-future-decks,OP05-041,Sakazuki,Blue/Black,2,Blue,Black,4,5000
Sakazuki,2024-05-19,T8,Treasure Cup,TAK,eb-01-memorial-set-op-07-500-years-into-the-future-decks,OP05-041,Sakazuki,Blue/Black,2,Blue,Black,4,5000
Sakazuki,2024-05-05,1st,Treasure Cup,LatamTCG Events,eb-01-memorial-set-op-07-500-years-into-the-future-decks,OP05-041,Sakazuki,Blue/Black,2,Blue,Black,4,5000
Sakazuki,2024-05-19,1st,Treasure Cup,TAK,eb-01-memorial-set-op-07-500-years-into-the-future-decks,OP05-041,Sakazuki,Blue/Black,2,Blue,Black,4,5000
Sakazuki,2024-05-11,T8,Regional,CartaMagica,eb-01-memorial-set-op-07-500-years-into-the-future-decks,OP05-041,Sakazuki,Blue/Black,2,Blue,Black,4,5000
Sakazuki,2024-05-05,T32,Treasure Cup,LatamTCG Events,eb-01-memorial-set-op-07-500-years-into-the-future-decks,OP05-041,Sakazuki,Blue/Black,2,Blue,Black,4,5000
Sakazuki,2024-05-12,T4,Side Event,OPE,eb-01-memorial-set-op-07-500-years-into-the-future-decks,OP05-041,Sakazuki,Blue/Black,2,Blue,Black,4,5000
Sakazuki,2024-05-04,T16,Regional,SangSang Events,eb-01-memorial-set-op-07-500-years-into-the-future-decks,OP05-041,Sakazuki,Blue/Black,2,Blue,Black,4,5000
Sakazuki,2024-05-04,T8,Treasure Cup,CoreTCG,eb-01-memorial-set-op-07-500-years-into-the-future-decks,OP05-041,Sakazuki,Blue/Black,2,Blue,Black,4,5000
Sakazuki,2024-05-04,T4,Regional,SangSang Events,eb-01-memorial-set-op-07-500-years-into-the-future-decks,OP05-041,Sakazuki,Blue/Black,2,Blue,Black,4,5000
Sakazuki,2024-06-15,T16,Regional,OPE,eb-01-memorial-set-op-07-500-years-into-the-future-decks,OP05-041,Sakazuki,Blue/Black,2,Blue,Black,4,5000
Sakazuki,2024-05-05,T16,Treasure Cup,LatamTCG Events,eb-01-memorial-set-op-07-500-years-into-the-future-decks,OP05-041,Sakazuki,Blue/Black,2,Blue,Black,4,5000
Sakazuki,2024-05-25,1st,Treasure Cup,OPE,eb-01-memorial-set-op-07-500-years-into-the-future-decks,OP05-041,Sakazuki,Blue/Black,2,Blue,Black,4,5000
Sakazuki,2024-05-11,1st,SB,Akai Games,eb-01-memorial-set-op-07-500-years-into-the-future-decks,OP05-041,Sakazuki,Blue/Black,2,Blue,Black,4,5000
Sakazuki,2024-05-19,T8,Treasure Cup,TAK,eb-01-memorial-set-op-07-500-years-into-the-future-decks,OP05-041,Sakazuki,Blue/Black,2,Blue,Black,4,5000
Sakazuki,2024-05-11,T8,Regional,TAK,eb-01-memorial-set-op-07-500-years-into-the-future-decks,OP05-041,Sakazuki,Blue/Black,2,Blue,Black,4,5000
Sakazuki,2024-05-18,T8,Treasure Cup,CartaMagica,eb-01-memorial-set-op-07-500-years-into-the-future-decks,OP05-041,Sakazuki,Blue/Black,2,Blue,Black,4,5000
Sakazuki,2024-06-15,1st,Regional,PPG,eb-01-memorial-set-op-07-500-years-into-the-future-decks,OP05-041,Sakazuki,Blue/Black,2,Blue,Black,4,5000
Sakazuki,2024-05-11,T4,Regional,TAK,eb-01-memorial-set-op-07-500-years-into-the-future-decks,OP05-041,Sakazuki,Blue/Black,2,Blue,Black,4,5000
Sakazuki,2024-06-08,2nd,Regional,PlayTCG,eb-01-memorial-set-op-07-500-years-into-the-future-decks,OP05-041,Sakazuki,Blue/Black,2,Blue,Black,4,5000
Sakazuki,2024-06-15,T4,Regional,NoHeroes,eb-01-memorial-set-op-07-500-years-into-the-future-decks,OP05-041,Sakazuki,Blue/Black,2,Blue,Black,4,5000
Sakazuki,2024-05-19,2nd,Treasure Cup,TAK,eb-01-memorial-set-op-07-500-years-into-the-future-decks,OP05-041,Sakazuki,Blue/Black,2,Blue,Black,4,5000
Sakazuki,2024-06-15,T4,Regional,PPG,eb-01-memorial-set-op-07-500-years-into-the-future-decks,OP05-041,Sakazuki,Blue/Black,2,Blue,Black,4,5000
Sakazuki,2024-05-11,2nd,Regional,TAK,eb-01-memorial-set-op-07-500-years-into-the-future-decks,OP05-041,Sakazuki,Blue/Black,2,Blue,Black,4,5000
Sakazuki,2024-06-01,T4,Regional,CoreTCG,eb-01-memorial-set-op-07-500-years-into-the-future-decks,OP05-041,Sakazuki,Blue/Black,2,Blue,Black,4,5000
Sakazuki,2024-06-15,T16,Regional,OPE,eb-01-memorial-set-op-07-500-years-into-the-future-decks,OP05-041,Sakazuki,Blue/Black,2,Blue,Black,4,5000
Sakazuki,2024-05-04,2nd,Regional,SangSang Events,eb-01-memorial-set-op-07-500-years-into-the-future-decks,OP05-041,Sakazuki,Blue/Black,2,Blue,Black,4,5000
Sakazuki,2024-05-05,T4,Treasure Cup,LatamTCG Events,eb-01-memorial-set-op-07-500-years-into-the-future-decks,OP05-041,Sakazuki,Blue/Black,2,Blue,Black,4,5000
Sakazuki,2024-06-01,1st,Regional,CoreTCG,eb-01-memorial-set-op-07-500-years-into-the-future-decks,OP05-041,Sakazuki,Blue/Black,2,Blue,Black,4,5000
Sakazuki,2024-06-15,1st,Regional,NoHeroes,eb-01-memorial-set-op-07-500-years-into-the-future-decks,OP05-041,Sakazuki,Blue/Black,2,Blue,Black,4,5000
Sakazuki,2024-05-11,T4,Regional,CartaMagica,eb-01-memorial-set-op-07-500-years-into-the-future-decks,OP05-041,Sakazuki,Blue/Black,2,Blue,Black,4,5000
Sakazuki,2024-05-16,1st,SB,Horizon,eb-01-memorial-set-op-07-500-years-into-the-future-decks,OP05-041,Sakazuki,Blue/Black,2,Blue,Black,4,5000
Sakazuki,2024-05-04,T4,Treasure Cup,CoreTCG,eb-01-memorial-set-op-07-500-years-into-the-future-decks,OP05-041,Sakazuki,Blue/Black,2,Blue,Black,4,5000
Sakazuki,2024-05-18,T8,Treasure Cup,CartaMagica,eb-01-memorial-set-op-07-500-years-into-the-future-decks,OP05-041,Sakazuki,Blue/Black,2,Blue,Black,4,5000
Sakazuki,2024-05-02,2nd,SB,OPTCG Collesseum,eb-01-memorial-set-op-07-500-years-into-the-future-decks,OP05-041,Sakazuki,Blue/Black,2,Blue,Black,4,5000
Sakazuki,2024-05-05,T8,Treasure Cup,LatamTCG Events,eb-01-memorial-set-op-07-500-years-into-the-future-decks,OP05-041,Sakazuki,Blue/Black,2,Blue,Black,4,5000
Sakazuki,2024-05-12,T4,Side Event,OPE,eb-01-memorial-set-op-07-500-years-into-the-future-decks,OP05-041,Sakazuki,Blue/Black,2,Blue,Black,4,5000
Sakazuki,2024-05-11,T4,Regional,Milan Regional,eb-01-memorial-set-op-07-500-years-into-the-future-decks,OP05-041,Sakazuki,Blue/Black,2,Blue,Black,4,5000
Sakazuki,2024-05-05,T8,Treasure Cup,LatamTCG Events,eb-01-memorial-set-op-07-500-years-into-the-future-decks,OP05-041,Sakazuki,Blue/Black,2,Blue,Black,4,5000
Sakazuki,2024-05-19,T8,Treasure Cup,TAK,eb-01-memorial-set-op-07-500-years-into-the-future-decks,OP05-041,Sakazuki,Blue/Black,2,Blue,Black,4,5000
Sakazuki,2024-06-15,T8,Regional,OPE,eb-01-memorial-set-op-07-500-years-into-the-future-decks,OP05-041,Sakazuki,Blue/Black,2,Blue,Black,4,5000
Sakazuki,2024-05-11,1st,Regional,CartaMagica,eb-01-memorial-set-op-07-500-years-into-the-future-decks,OP05-041,Sakazuki,Blue/Black,2,Blue,Black,4,5000
Sakazuki,2024-06-01,T4,Regional,CoreTCG,eb-01-memorial-set-op-07-500-years-into-the-future-decks,OP05-041,Sakazuki,Blue/Black,2,Blue,Black,4,5000
Sakazuki,2024-05-07,T8,WinABox,EgmanEvents,eb-01-memorial-set-op-07-500-years-into-the-future-decks,OP05-041,Sakazuki,Blue/Black,2,Blue,Black,4,5000
WB,2024-06-15,T32,Regional,PPG,eb-01-memorial-set-op-07-500-years-into-the-future-decks,OP02-001,Edward.Newgate,Red,1,Red,--,6,6000
WB,2024-06-15,T4,Regional,NoHeroes,eb-01-memorial-set-op-07-500-years-into-the-future-decks,OP02-001,Edward.Newgate,Red,1,Red,--,6,6000
WB,2024-06-08,T32,Regional,PlayTCG,eb-01-memorial-set-op-07-500-years-into-the-future-decks,OP02-001,Edward.Newgate,Red,1,Red,--,6,6000
YB Luffy,2024-05-11,T16,Regional,CartaMagica,eb-01-memorial-set-op-07-500-years-into-the-future-decks,ST13-003,Monkey.D.Luffy,Black/Yellow,2,Black,Yellow,4,5000
YB Luffy,2024-05-11,T4,Regional,CartaMagica,eb-01-memorial-set-op-07-500-years-into-the-future-decks,ST13-003,Monkey.D.Luffy,Black/Yellow,2,Black,Yellow,4,5000
YB Luffy,2024-05-04,T32,Treasure Cup,CoreTCG,eb-01-memorial-set-op-07-500-years-into-the-future-decks,ST13-003,Monkey.D.Luffy,Black/Yellow,2,Black,Yellow,4,5000
YB Luffy,2024-05-05,1st,SB,Unsettled Geeks,eb-01-memorial-set-op-07-500-years-into-the-future-decks,ST13-003,Monkey.D.Luffy,Black/Yellow,2,Black,Yellow,4,5000
YG Yamato,2024-05-11,T8,Regional,TAK,eb-01-memorial-set-op-07-500-years-into-the-future-decks,OP06-022,Yamato,Green/Yellow,2,Green,Yellow,4,5000
YG Yamato,2024-05-07,T8,WinABox,EgmanEvents,eb-01-memorial-set-op-07-500-years-into-the-future-decks,OP06-022,Yamato,Green/Yellow,2,Green,Yellow,4,5000
Yamato,2024-06-15,T16,Regional,OPE,eb-01-memorial-set-op-07-500-years-into-the-future-decks,OP06-022,Yamato,Green/Yellow,2,Green,Yellow,4,5000
Yamato,2024-06-15,T16,Regional,PPG,eb-01-memorial-set-op-07-500-years-into-the-future-decks,OP06-022,Yamato,Green/Yellow,2,Green,Yellow,4,5000
Yamato,2024-05-10,1st,SB,Loja Daisuki,eb-01-memorial-set-op-07-500-years-into-the-future-decks,OP06-022,Yamato,Green/Yellow,2,Green,Yellow,4,5000
Yamato,2024-06-05,1st,SB,HorizonTCG,eb-01-memorial-set-op-07-500-years-into-the-future-decks,OP06-022,Yamato,Green/Yellow,2,Green,Yellow,4,5000
Yamato,2024-06-15,T4,Regional,OPE,eb-01-memorial-set-op-07-500-years-into-the-future-decks,OP06-022,Yamato,Green/Yellow,2,Green,Yellow,4,5000
Yamato,2024-05-06,2nd,SB,OPTCG Colosseum,eb-01-memorial-set-op-07-500-years-into-the-future-decks,OP06-022,Yamato,Green/Yellow,2,Green,Yellow,4,5000
Yamato,2024-05-11,T16,Regional,Milan Regional,eb-01-memorial-set-op-07-500-years-into-the-future-decks,OP06-022,Yamato,Green/Yellow,2,Green,Yellow,4,5000
Yamato,2024-06-15,T16,Regional,OPE,eb-01-memorial-set-op-07-500-years-into-the-future-decks,OP06-022,Yamato,Green/Yellow,2,Green,Yellow,4,5000
Yamato,2024-06-16,1st,SB,Lega Gamerland,eb-01-memorial-set-op-07-500-years-into-the-future-decks,OP06-022,Yamato,Green/Yellow,2,Green,Yellow,4,5000
Yamato Wano,2024-06-15,2nd,Regional,OPE,eb-01-memorial-set-op-07-500-years-into-the-future-decks,OP06-022,Yamato,Green/Yellow,2,Green,Yellow,4,5000
Yellow Black Luffy,2024-05-18,T8,Regional,Toulouse,eb-01-memorial-set-op-07-500-years-into-the-future-decks,ST13-003,Monkey.D.Luffy,Black/Yellow,2,Black,Yellow,4,5000
Yellow Black Luffy,2024-05-05,2nd,Treasure Cup,LatamTCG Events,eb-01-memorial-set-op-07-500-years-into-the-future-decks,ST13-003,Monkey.D.Luffy,Black/Yellow,2,Black,Yellow,4,5000
Yellow Blue Ace,2024-06-09,1st,SB,Endangered Hobbies,eb-01-memorial-set-op-07-500-years-into-the-future-decks,ST13-002,Portgas.D.Ace,Blue/Yellow,2,Blue,Yellow,4,5000
Yellow Enel,2024-05-21,2nd,SB,Colosseum,eb-01-memorial-set-op-07-500-years-into-the-future-decks,OP05-098,Enel,Yellow,1,Yellow,--,4,5000
Yellow Enel,2024-05-04,T8,Regional,SangSang Events,eb-01-memorial-set-op-07-500-years-into-the-future-decks,OP05-098,Enel,Yellow,1,Yellow,--,4,5000
Yellow Enel,2024-05-06,T4,SB,OPTCG Colosseum,eb-01-memorial-set-op-07-500-years-into-the-future-decks,OP05-098,Enel,Yellow,1,Yellow,--,4,5000
Yellow Enel,2024-05-19,T8,Treasure Cup,TAK,eb-01-memorial-set-op-07-500-years-into-the-future-decks,OP05-098,Enel,Yellow,1,Yellow,--,4,5000
Yellow Enel,2024-05-04,1st,Treasure Cup,CoreTCG,eb-01-memorial-set-op-07-500-years-into-the-future-decks,OP05-098,Enel,Yellow,1,Yellow,--,4,5000
Yellow Enel,2024-05-11,T8,Regional,TAK,eb-01-memorial-set-op-07-500-years-into-the-future-decks,OP05-098,Enel,Yellow,1,Yellow,--,4,5000
Yellow Enel,2024-05-11,T4,Regional,TAK,eb-01-memorial-set-op-07-500-years-into-the-future-decks,OP05-098,Enel,Yellow,1,Yellow,--,4,5000
Yellow Enel,2024-05-20,1st,SB,Dolly Back Fight,eb-01-memorial-set-op-07-500-years-into-the-future-decks,OP05-098,Enel,Yellow,1,Yellow,--,4,5000
Yellow Enel,2024-05-19,T4,Treasure Cup,TAK,eb-01-memorial-set-op-07-500-years-into-the-future-decks,OP05-098,Enel,Yellow,1,Yellow,--,4,5000
Yellow Enel,2024-05-11,T32,Treasure Cup,TopCuts,eb-01-memorial-set-op-07-500-years-into-the-future-decks,OP05-098,Enel,Yellow,1,Yellow,--,4,5000
Yellow Enel,2024-06-15,T32,Regional,PPG,eb-01-memorial-set-op-07-500-years-into-the-future-decks,OP05-098,Enel,Yellow,1,Yellow,--,4,5000
Yellow Enel,2024-05-05,1st,Shop Event,Collector Legion,eb-01-memorial-set-op-07-500-years-into-the-future-decks,OP05-098,Enel,Yellow,1,Yellow,--,4,5000
Yellow Enel,2024-05-25,T4,Regional,TopCut Events,eb-01-memorial-set-op-07-500-years-into-the-future-decks,OP05-098,Enel,Yellow,1,Yellow,--,4,5000
Yellow Enel,2024-06-15,T8,Regional,OPE,eb-01-memorial-set-op-07-500-years-into-the-future-decks,OP05-098,Enel,Yellow,1,Yellow,--,4,5000
Yellow Enel,2024-06-15,T8,Regional,OPE,eb-01-memorial-set-op-07-500-years-into-the-future-decks,OP05-098,Enel,Yellow,1,Yellow,--,4,5000
Yellow Enel,2024-05-07,T8,WinABox,EgmanEvents,eb-01-memorial-set-op-07-500-years-into-the-future-decks,OP05-098,Enel,Yellow,1,Yellow,--,4,5000
Yellow Enel,2024-05-11,T8,Treasure Cup,TopCuts,eb-01-memorial-set-op-07-500-years-into-the-future-decks,OP05-098,Enel,Yellow,1,Yellow,--,4,5000
Yellow Enel,2024-05-21,1st,SB,Colosseum,eb-01-memorial-set-op-07-500-years-into-the-future-decks,OP05-098,Enel,Yellow,1,Yellow,--,4,5000
Yellow Kata,2024-05-12,T4,Side Event,OPE,eb-01-memorial-set-op-07-500-years-into-the-future-decks,OP03-099,Charlotte Katakuri,Yellow,1,Yellow,--,5,5000
Yellow Katakuri,2024-06-08,T4,Regional,PlayTCG,eb-01-memorial-set-op-07-500-years-into-the-future-decks,OP03-099,Charlotte Katakuri,Yellow,1,Yellow,--,5,5000
Yellow Katakuri,2024-05-05,T16,Treasure Cup,LatamTCG Events,eb-01-memorial-set-op-07-500-years-into-the-future-decks,OP03-099,Charlotte Katakuri,Yellow,1,Yellow,--,5,5000
Yellow Katakuri,2024-06-15,2nd,Regional,PPG,eb-01-memorial-set-op-07-500-years-into-the-future-decks,OP03-099,Charlotte Katakuri,Yellow,1,Yellow,--,5,5000
Yellow Katakuri,2024-05-04,T4,Treasure Cup,Noheroes,eb-01-memorial-set-op-07-500-years-into-the-future-decks,OP03-099,Charlotte Katakuri,Yellow,1,Yellow,--,5,5000
Yellow Katakuri,2024-05-05,T8,Treasure Cup,LatamTCG Events,eb-01-memorial-set-op-07-500-years-into-the-future-decks,OP03-099,Charlotte Katakuri,Yellow,1,Yellow,--,5,5000
Yellow Katakuri,2024-06-13,1st,SB,Good Games Morley,eb-01-memorial-set-op-07-500-years-into-the-future-decks,OP03-099,Charlotte Katakuri,Yellow,1,Yellow,--,5,5000
Yellow Katakuri,2024-05-11,T32,Regional,TAK,eb-01-memorial-set-op-07-500-years-into-the-future-decks,OP03-099,Charlotte Katakuri,Yellow,1,Yellow,--,5,5000
Yellow Katakuri,2024-05-04,T8,Regional,SangSang Events,eb-01-memorial-set-op-07-500-years-into-the-future-decks,OP03-099,Charlotte Katakuri,Yellow,1,Yellow,--,5,5000
Yellow Katakuri,2024-05-04,1st,SB,Illustrious Cards n Games,eb-01-memorial-set-op-07-500-years-into-the-future-decks,OP03-099,Charlotte Katakuri,Yellow,1,Yellow,--,5,5000
Yellow Purple Crocodile,2024-06-01,T32,Regional,CoreTCG,eb-01-memorial-set-op-07-500-years-into-the-future-decks,OP04-058,Crocodile,Purple/Yellow,2,Purple,Yellow,4,5000
Yellow Red Sabo,2024-05-21,1st,SB,Nekos,eb-01-memorial-set-op-07-500-years-into-the-future-decks,ST13-001,Sabo,Red/Yellow,2,Red,Yellow,4,5000
BY Luffy,2025-08-03,T32,EU Final,Bandai,eb-02-deck-list-anime-25th-collection,ST13-003,Monkey.D.Luffy,Black/Yellow,2,Black,Yellow,4,5000
BY Luffy,2025-07-03,1st,SB,LGS,eb-02-deck-list-anime-25th-collection,ST13-003,Monkey.D.Luffy,Black/Yellow,2,Black,Yellow,4,5000
BY Luffy,2025-06-22,T32,Regional,CoreTCG,eb-02-deck-list-anime-25th-collection,ST13-003,Monkey.D.Luffy,Black/Yellow,2,Black,Yellow,4,5000
BY Luffy,2025-05-20,1st,Store TC,Tistaminis,eb-02-deck-list-anime-25th-collection,ST13-003,Monkey.D.Luffy,Black/Yellow,2,Black,Yellow,4,5000
BY Luffy,2025-05-24,1st,Store TC,LGS,eb-02-deck-list-anime-25th-collection,ST13-003,Monkey.D.Luffy,Black/Yellow,2,Black,Yellow,4,5000
BY Luffy,2025-05-18,1st,Store TC,LGS,eb-02-deck-list-anime-25th-collection,ST13-003,Monkey.D.Luffy,Black/Yellow,2,Black,Yellow,4,5000
BY Nami,2025-07-12,1st,ShopEvent,LGS,eb-02-deck-list-anime-25th-collection,OP11-041,Nami,Blue/Yellow,2,Blue,Yellow,4,5000
Betty,2025-07-12,1st,Pirates League,Guildhall Anime Game Lounge,eb-02-deck-list-anime-25th-collection,OP05-002,Belo Betty,Red/Yellow,2,Red,Yellow,4,5000
Betty,2025-06-21,2nd,Regional,LPG,eb-02-deck-list-anime-25th-collection,OP05-002,Belo Betty,Red/Yellow,2,Red,Yellow,4,5000
Betty,2025-06-22,2nd,Regional,Amsterdam Regional,eb-02-deck-list-anime-25th-collection,OP05-002,Belo Betty,Red/Yellow,2,Red,Yellow,4,5000
Betty,2025-08-03,1st,Regional,SaoPaolo Regional,eb-02-deck-list-anime-25th-collection,OP05-002,Belo Betty,Red/Yellow,2,Red,Yellow,4,5000
Betty,2025-08-10,T8,TC,TAKGames,eb-02-deck-list-anime-25th-collection,OP05-002,Belo Betty,Red/Yellow,2,Red,Yellow,4,5000
Betty,2025-08-03,T32,Regional,Paris Regional,eb-02-deck-list-anime-25th-collection,OP05-002,Belo Betty,Red/Yellow,2,Red,Yellow,4,5000
Betty,2025-07-05,T8,ShopEvent,Wilczek Sklep,eb-02-deck-list-anime-25th-collection,OP05-002,Belo Betty,Red/Yellow,2,Red,Yellow,4,5000
Betty,2025-05-29,1st,Online,Gratis Turnier,eb-02-deck-list-anime-25th-collection,OP05-002,Belo Betty,Red/Yellow,2,Red,Yellow,4,5000
Betty,2025-08-16,T4,Regional,Adelaide Regional,eb-02-deck-list-anime-25th-collection,OP05-002,Belo Betty,Red/Yellow,2,Red,Yellow,4,5000
Betty,2025-07-12,T4,ShopEvent,GeekLogia,eb-02-deck-list-anime-25th-collection,OP05-002,Belo Betty,Red/Yellow,2,Red,Yellow,4,5000
Betty,2025-06-14,1st,Regional,Dublin Regionals,eb-02-deck-list-anime-25th-collection,OP05-002,Belo Betty,Red/Yellow,2,Red,Yellow,4,5000
Betty,2025-08-03,2nd,EU Final,Bandai,eb-02-deck-list-anime-25th-collection,OP05-002,Belo Betty,Red/Yellow,2,Red,Yellow,4,5000
Betty,2025-05-16,1st,ShopEvent,Top Level Games,eb-02-deck-list-anime-25th-collection,OP05-002,Belo Betty,Red/Yellow,2,Red,Yellow,4,5000
Betty,2025-07-26,1st,SB,Super Horipakas,eb-02-deck-list-anime-25th-collection,OP05-002,Belo Betty,Red/Yellow,2,Red,Yellow,4,5000
Betty,2025-07-12,1st,2v2,Beyond Games and Hobby,eb-02-deck-list-anime-25th-collection,OP05-002,Belo Betty,Red/Yellow,2,Red,Yellow,4,5000
Betty,2025-06-21,1st,Regional,LPG,eb-02-deck-list-anime-25th-collection,OP05-002,Belo Betty,Red/Yellow,2,Red,Yellow,4,5000
Betty,2025-08-03,T4,EU Final,Bandai,eb-02-deck-list-anime-25th-collection,OP05-002,Belo Betty,Red/Yellow,2,Red,Yellow,4,5000
Betty,2025-06-01,T8,Regional,TAK Games,eb-02-deck-list-anime-25th-collection,OP05-002,Belo Betty,Red/Yellow,2,Red,Yellow,4,5000
Betty,2025-06-22,T32,Regional,CoreTCG,eb-02-deck-list-anime-25th-collection,OP05-002,Belo Betty,Red/Yellow,2,Red,Yellow,4,5000
Betty,2025-06-28,1st,Regional,SangsangEvents,eb-02-deck-list-anime-25th-collection,OP05-002,Belo Betty,Red/Yellow,2,Red,Yellow,4,5000
Betty,2025-06-14,1st,SB,El Rancho,eb-02-deck-list-anime-25th-collection,OP05-002,Belo Betty,Red/Yellow,2,Red,Yellow,4,5000
Betty,2025-06-21,T8,Regional,LPG,eb-02-deck-list-anime-25th-collection,OP05-002,Belo Betty,Red/Yellow,2,Red,Yellow,4,5000
Betty,2025-06-22,T64,Regional,CoreTCG,eb-02-deck-list-anime-25th-collection,OP05-002,Belo Betty,Red/Yellow,2,Red,Yellow,4,5000
Betty,2025-08-01,T4,Regional,GENCON,eb-02-deck-list-anime-25th-collection,OP05-002,Belo Betty,Red/Yellow,2,Red,Yellow,4,5000
Betty,2025-08-10,1st,Regional,OPE,eb-02-deck-list-anime-25th-collection,OP05-002,Belo Betty,Red/Yellow,2,Red,Yellow,4,5000
Betty,2025-06-28,2nd,Regional,Toronto Regional,eb-02-deck-list-anime-25th-collection,OP05-002,Belo Betty,Red/Yellow,2,Red,Yellow,4,5000
Betty,2025-08-03,T8,TC,PlayTCG,eb-02-deck-list-anime-25th-collection,OP05-002,Belo Betty,Red/Yellow,2,Red,Yellow,4,5000
Betty,2025-06-28,1st,Regional,Toulouse Regional,eb-02-deck-list-anime-25th-collection,OP05-002,Belo Betty,Red/Yellow,2,Red,Yellow,4,5000
Black Lucci,2025-08-01,T16,GenCon,Bandai,eb-02-deck-list-anime-25th-collection,OP07-079,Rob Lucci,Black,1,Black,--,5,5000
Black Lucci,2025-06-01,T8,Regional,TAK Games,eb-02-deck-list-anime-25th-collection,OP07-079,Rob Lucci,Black,1,Black,--,5,5000
Black Lucci,2025-06-28,T4,Regional,SangsangEvents,eb-02-deck-list-anime-25th-collection,OP07-079,Rob Lucci,Black,1,Black,--,5,5000
Black Lucci,2025-05-31,T8,Regional,PPG,eb-02-deck-list-anime-25th-collection,OP07-079,Rob Lucci,Black,1,Black,--,5,5000
Black Lucci,2025-08-03,T16,TC,PlayTCG,eb-02-deck-list-anime-25th-collection,OP07-079,Rob Lucci,Black,1,Black,--,5,5000
Black Lucci,2025-07-12,T4,Pirate League,Illustrious Cards and Games,eb-02-deck-list-anime-25th-collection,OP07-079,Rob Lucci,Black,1,Black,--,5,5000
Black Lucci,2025-05-29,2nd,Online,Gratis Turnier,eb-02-deck-list-anime-25th-collection,OP07-079,Rob Lucci,Black,1,Black,--,5,5000
